area,area_km,avg_neighbor_degree_avg,avg_weighted_neighbor_degree_avg,circuity_avg,clustering_coefficient_avg,clustering_coefficient_weighted_avg,count_intersections,degree_centrality_avg,edge_density_km,edge_length_avg,edge_length_total,geoid,int_0_streets_count,int_0_streets_prop,int_10_streets_count,int_10_streets_prop,int_11_streets_count,int_11_streets_prop,int_12_streets_count,int_12_streets_prop,int_13_streets_count,int_13_streets_prop,int_14_streets_count,int_14_streets_prop,int_1_streets_count,int_1_streets_prop,int_2_streets_count,int_2_streets_prop,int_3_streets_count,int_3_streets_prop,int_4_streets_count,int_4_streets_prop,int_5_streets_count,int_5_streets_prop,int_6_streets_count,int_6_streets_prop,int_7_streets_count,int_7_streets_prop,int_8_streets_count,int_8_streets_prop,int_9_streets_count,int_9_streets_prop,intersection_density_km,k_avg,m,n,name,node_density_km,pagerank_max,pagerank_max_node,pagerank_min,pagerank_min_node,self_loop_proportion,street_density_km,street_length_avg,street_length_total,street_segments_count,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportion,time
846015264,846.015264,2.8342744188888234,0.032639978774761436,1.1112818448692678,0.054670905403076675,0.0011387039387875414,31062,0.0001362104081389392,17230.467092824907,146.88281575087237,14577238.166379577,79606,11,0.0002881542411065123,,,,,,,,,,,7101,0.18601666055430396,491,0.012862157489390685,23869,0.6252685073610311,6503,0.17035154817414994,192,0.005029601299313669,6.0,0.00015717504060355216,0.0,0.0,1.0,2.6195840100592027e-05,,,36.71564961267649,5.19955990988631,99244,38174,"Sarasota--Bradenton, FL Urbanized Area",45.12211732387845,9.49140443847174e-05,98752263,3.9412384423750424e-06,4100719863,0.015537463221958002,9432.790403728914,147.48262176432053,7980284.663667384,54110,2.7952533137737725,"{0: 11, 1: 7101, 2: 491, 3: 23869, 4: 6503, 5: 192, 6: 6, 7: 0, 8: 1}","{0: 0.0002881542411065123, 1: 0.18601666055430396, 2: 0.012862157489390685, 3: 0.6252685073610311, 4: 0.17035154817414994, 5: 0.005029601299313669, 6: 0.00015717504060355216, 7: 0.0, 8: 2.6195840100592027e-05}",30.092377185821533
842796632,842.796632,2.9542837444062893,0.03531965115740972,1.0540581472283324,0.03909225725882082,0.0006257816553918211,19864,0.00020513164119974277,12565.841559789498,157.26598869687436,10590448.944836216,00766,19,0.0007414923509210116,,,,,,,,,,,5741,0.2240477677177646,510,0.019903215735248204,14711,0.5741102091788948,4575,0.17854355291913832,64,0.002497658445207618,4.0,0.00015610365282547612,,,,,,,23.569149716298345,5.256088042460194,67341,25624,"Akron, OH Urbanized Area",30.403538679542326,0.00013667243236106664,199923740,5.872212855537756e-06,3238986379,0.007187300455888686,6632.029626150783,159.83563718170146,5589452.2322440995,34970,2.7137839525444893,"{0: 19, 1: 5741, 2: 510, 3: 14711, 4: 4575, 5: 64, 6: 4}","{0: 0.0007414923509210116, 1: 0.2240477677177646, 2: 0.019903215735248204, 3: 0.5741102091788948, 4: 0.17854355291913832, 5: 0.002497658445207618, 6: 0.00015610365282547612}",21.99861454963684
840320435,840.320435,2.8254156453404926,0.035493892684419326,1.1005374742995355,0.043134025540041115,0.0013619525537894727,20287,0.00019756815022524426,12952.436690666813,163.81501511410096,10884197.234211097,75664,35,0.001349527665317139,,,,,,,,,,,5613,0.2164256795835743,555,0.021399652978600348,16756,0.6460767302872567,2914,0.11235781762097552,56,0.0021592442645074223,5.0,0.000192789666473877,1.0,3.85579332947754e-05,,,,,24.141981028939277,5.123732407942934,66442,25935,"Rochester, NY Urbanized Area",30.863226597601425,0.00014403281387802194,212908041,5.804593341563939e-06,1397294187,0.014042322627253846,6972.879999281415,167.74365332223405,5859453.554198958,34931,2.659109311740891,"{0: 35, 1: 5613, 2: 555, 3: 16756, 4: 2914, 5: 56, 6: 5, 7: 1}","{0: 0.001349527665317139, 1: 0.2164256795835743, 2: 0.021399652978600348, 3: 0.6460767302872567, 4: 0.11235781762097552, 5: 0.0021592442645074223, 6: 0.000192789666473877, 7: 3.85579332947754e-05}",19.26349687576294
835495515,835.495515,2.8153317720531725,0.028432049507692094,1.065865938353936,0.03237101696118133,0.0006691276154914694,16060,0.0002017508865561149,11350.177445478796,170.45065786198776,9483022.35015169,96670,64,0.002725143708750266,,,,,,,,,,,7361,0.31343410687672985,673,0.028656589312327018,12821,0.545922929529487,2508,0.10679156908665105,56,0.002384500745156483,2.0,8.516074089844582e-05,,,,,,,19.222125926073943,4.737917819885033,55635,23485,"Winston-Salem, NC Urbanized Area",28.109067706964293,0.00016578407118984326,170337498,6.420053829860136e-06,170918078,0.006291003864473802,6035.433053621081,174.39312631447925,5042577.247383167,28915,2.4481158186076217,"{0: 64, 1: 7361, 2: 673, 3: 12821, 4: 2508, 5: 56, 6: 2}","{0: 0.002725143708750266, 1: 0.31343410687672985, 2: 0.028656589312327018, 3: 0.545922929529487, 4: 0.10679156908665105, 5: 0.002384500745156483, 6: 8.516074089844582e-05}",17.443331718444824
828949472,828.949472,2.8118132701997314,0.03255356149850852,1.094662972618036,0.04478844169246661,0.0015889197548824556,21343,0.0001843450471222837,13583.83514934714,162.07719287205975,11260312.974786352,35461,27,0.0009834274266982334,,,,,,,,,,,6085,0.22163540338736112,1004,0.03656893097796394,17631,0.6421781096339465,2634,0.09593880896011656,70,0.002549626661810235,4.0,0.00014569295210344199,,,,,,,25.747045774099966,5.061008923693317,69475,27455,"Greenville, SC Urbanized Area",33.120233412730855,0.0001358068320156196,113031736,5.498254270301939e-06,3164144513,0.009312702410939186,7118.676640658165,162.8632253087605,5901023.242612319,36233,2.6186851211072666,"{0: 27, 1: 6085, 2: 1004, 3: 17631, 4: 2634, 5: 70, 6: 4}","{0: 0.0009834274266982334, 1: 0.22163540338736112, 2: 0.03656893097796394, 3: 0.6421781096339465, 4: 0.09593880896011656, 5: 0.002549626661810235, 6: 0.00014569295210344199}",23.93899178504944
792593469,792.593469,2.7375229105572783,0.030815962146712016,1.0988777625841137,0.048874327956990364,0.0008893695468999848,16684,0.0002260925443481503,11425.688874708436,168.20071286998265,9055926.380919866,62407,92,0.004215542521994135,,,,,,,,,,,5048,0.2313049853372434,570,0.026118035190615837,14037,0.6431909824046921,2029,0.09297104105571848,47,0.0021535923753665687,1.0,4.5821114369501466e-05,,,,,,,21.049883266196833,4.9340175953079175,53840,21824,"New Haven, CT Urbanized Area",27.534922824351458,0.00017841897459381002,178526191,6.952478684261353e-06,178520369,0.012908618127786032,6195.010985195132,171.27547255647124,4910125.247248918,28668,2.596041055718475,"{0: 92, 1: 5048, 2: 570, 3: 14037, 4: 2029, 5: 47, 6: 1}","{0: 0.004215542521994135, 1: 0.2313049853372434, 2: 0.026118035190615837, 3: 0.6431909824046921, 4: 0.09297104105571848, 5: 0.0021535923753665687, 6: 4.5821114369501466e-05}",16.783931255340576
787854249,787.854249,2.786147818720989,0.031233937309382315,1.0938855623704182,0.05548314878683306,0.0011127154062617866,18714,0.00021444237420927372,11829.875256686395,155.94514416424624,9320217.486120341,97291,43,0.0018212621770436256,,,,,,,,,,,4853,0.20554849639983058,1002,0.04243964421855146,15308,0.6483693350275307,2327,0.09855993223210505,66,0.0027954256670902162,10.0,0.00042354934349851756,1.0,4.2354934349851756e-05,,,,,23.753124418321185,5.062770012706481,59766,23610,"Worcester, MA--CT Urbanized Area",29.96747181343183,0.00018333660857502147,1258837844,6.402308569344025e-06,178323576,0.016497674262958874,6309.199076411818,156.65214774630257,4970729.300137927,31731,2.646590427784837,"{0: 43, 1: 4853, 2: 1002, 3: 15308, 4: 2327, 5: 66, 6: 10, 7: 1}","{0: 0.0018212621770436256, 1: 0.20554849639983058, 2: 0.04243964421855146, 3: 0.6483693350275307, 4: 0.09855993223210505, 5: 0.0027954256670902162, 6: 0.00042354934349851756, 7: 4.2354934349851756e-05}",21.794469833374023
777344676,777.344676,2.7458628841607,0.05834951169713282,1.1098025518977988,0.029955006482117658,0.0008114236654782932,20307,0.00015308512644390888,12587.288430048624,136.55239196671127,9784661.646374697,15832,95,0.0031048795633558846,,,,,,,,,,,10195,0.3332026015622447,552,0.0180409844102363,17149,0.5604797855998954,2538,0.08294930875576037,64,0.0020917083374187013,4.0,0.00013073177108866883,,,,,,,26.12354677013315,4.683792528679282,71655,30597,"Chattanooga, TN--GA Urbanized Area",39.36091793597104,0.00012536273495461446,202713726,4.9308718138346966e-06,202572119,0.007968739097062312,6661.66940423349,140.32119132486983,5178413.244652996,36904,2.3937640945190704,"{0: 95, 1: 10195, 2: 552, 3: 17149, 4: 2538, 5: 64, 6: 4}","{0: 0.0031048795633558846, 1: 0.3332026015622447, 2: 0.0180409844102363, 3: 0.5604797855998954, 4: 0.08294930875576037, 5: 0.0020917083374187013, 6: 0.00013073177108866883}",21.218067407608032
765873723,765.873723,2.798509659853363,0.033454709084397384,1.1055945339503288,0.05066765675277787,0.0007580560732974172,21174,0.00020457972453628986,12947.782924247882,148.08061871381824,9916366.712789552,00970,32,0.0012506350881306913,,,,,,,,,,,4381,0.17121976003439246,731,0.02856919529448548,16705,0.652870598350725,3658,0.14296322351193966,78,0.0030484230273185604,2.0,7.81646930081682e-05,,,,,,,27.646855302802965,5.234376831984992,66966,25587,"Albany--Schenectady, NY Urbanized Area",33.40890179620381,0.0001932849544468977,41710219,5.8990357030335e-06,1275856423,0.0343009885613595,7143.015073606881,149.31621671129486,5470647.547868421,36638,2.7745339430179388,"{0: 32, 1: 4381, 2: 731, 3: 16705, 4: 3658, 5: 78, 6: 2}","{0: 0.0012506350881306913, 1: 0.17121976003439246, 2: 0.02856919529448548, 3: 0.652870598350725, 4: 0.14296322351193966, 5: 0.0030484230273185604, 6: 7.81646930081682e-05}",21.1018123626709
759971335,759.971335,2.766483964634068,0.03688733534435654,1.1017789259105295,0.05108588083042304,0.0009316442581794777,23463,0.00016235615368360076,13594.264571173264,135.46872525992615,10331251.394497747,15508,89,0.002903657303187498,,,,,,,,,,,7099,0.23160745163289942,659,0.02150011418877035,19037,0.6210890346155101,3660,0.1194088284232162,102,0.0033277870216306157,5.0,0.00016312681478581448,,,,,,,30.873532881342165,4.976216110404228,76263,30651,"Charleston--North Charleston, SC Urbanized Area",40.33178435605075,0.00016571492521639863,3059996955,4.923197453521657e-06,110035413,0.012404442521275061,7383.936748877316,137.50166054739782,5611580.268599853,40811,2.633127793546703,"{0: 89, 1: 7099, 2: 659, 3: 19037, 4: 3660, 5: 102, 6: 5}","{0: 0.002903657303187498, 1: 0.23160745163289942, 2: 0.02150011418877035, 3: 0.6210890346155101, 4: 0.1194088284232162, 5: 0.0033277870216306157, 6: 0.00016312681478581448}",22.893248796463013
740074251,740.074251,2.717250425874134,0.04174767632880952,1.0940779458656782,0.04582694204126243,0.0010609873243124204,42770,8.522162144084827e-05,21479.34943892717,118.28934366172784,15896313.447981296,79039,48,0.0008547160740041668,,,,,,,,,,,13341,0.23755764881853308,528,0.009401876814045834,33671,0.5995655193290479,8254,0.1469755515589665,300,0.005341975462526042,15.0,0.0002670987731263021,2.0,3.561316975017361e-05,,,,,57.791498545191246,4.785875816877081,134385,56159,"San Jose, CA Urbanized Area",75.8829265092213,7.057099141952597e-05,65507630,2.690637642965448e-06,3213623687,0.004219220895189195,12327.9517667039,121.19714223232927,9123599.670107516,75279,2.6715219288092737,"{0: 48, 1: 13341, 2: 528, 3: 33671, 4: 8254, 5: 300, 6: 15, 7: 2}","{0: 0.0008547160740041668, 1: 0.23755764881853308, 2: 0.009401876814045834, 3: 0.5995655193290479, 4: 0.1469755515589665, 5: 0.005341975462526042, 6: 0.0002670987731263021, 7: 3.561316975017361e-05}",41.27847623825073
726642247,726.642247,2.8481129618206116,0.03415761691014288,1.0811559858733264,0.03322777435053865,0.0008193480792,18564,0.000208411807875651,13454.480318667203,158.6954811377725,9776593.810973613,34300,32,0.001316060045239564,,,,,,,,,,,5719,0.23520460621015835,467,0.019206251285214887,15026,0.6179724449928028,3032,0.1246966892864487,37,0.001521694427308246,2.0,8.225375282747275e-05,,,,,,,25.547647520692532,5.067324696689287,61606,24315,"Grand Rapids, MI Urbanized Area",33.46213367084889,0.00015819589648114588,184786863,6.202020661471931e-06,2328297618,0.010891796253611662,7214.086265085181,161.99196086876805,5242059.853713334,32360,2.6344231955582975,"{0: 32, 1: 5719, 2: 467, 3: 15026, 4: 3032, 5: 37, 6: 2}","{0: 0.001316060045239564, 1: 0.23520460621015835, 2: 0.019206251285214887, 3: 0.6179724449928028, 4: 0.1246966892864487, 5: 0.001521694427308246, 6: 8.225375282747275e-05}",19.894017696380615
719677999,719.677999,2.876768458919878,0.03763020011773342,1.0855645594546566,0.036622799436765496,0.00046022622632212667,31270,0.0001229548981218523,18856.569775234082,129.25544478902327,13570658.403844343,78499,31,0.0007501330881285389,,,,,,,,,,,10025,0.24258336156414848,353,0.00854183806804433,25521,0.6175531142622078,5295,0.12812757102066497,80,0.0019358273242026812,20.0,0.0004839568310506703,0.0,0.0,1.0,2.4197841552533513e-05,,,43.44998741583039,5.081111164884092,104991,41326,"Salt Lake City--West Valley City, UT Urbanized Area",57.422903100307224,8.770483699745415e-05,83542712,3.6429720251671854e-06,2424178059,0.00457182044175215,10117.30264420296,133.03126308182257,7281200.122257396,54733,2.637613124909258,"{0: 31, 1: 10025, 2: 353, 3: 25521, 4: 5295, 5: 80, 6: 20, 7: 0, 8: 1}","{0: 0.0007501330881285389, 1: 0.24258336156414848, 2: 0.00854183806804433, 3: 0.6175531142622078, 4: 0.12812757102066497, 5: 0.0019358273242026812, 6: 0.0004839568310506703, 7: 0.0, 8: 2.4197841552533513e-05}",31.30223560333252
718592872,718.592872,2.8068394032318893,0.03232319229258962,1.1253653595122988,0.06254120295397586,0.0009596532260269482,23452,0.00018073964721293932,14875.130963759097,140.4270035158604,10689163.080623778,05167,27,0.000930296661268649,,,,,,,,,,,5544,0.1910209144471626,971,0.033456224373772527,19903,0.6857664610825897,2515,0.08665541122557971,61,0.00210178134582917,2.0,6.89108637976777e-05,,,,,,,32.636004215750134,5.2454260414154295,76119,29023,"Barnstable Town, MA Urbanized Area",40.388655566847866,0.00013708101875855281,344470331,5.189451605397963e-06,74056824,0.04801692087389482,7864.040493230207,139.16084130108825,5651043.443554591,40608,2.6727767632567274,"{0: 27, 1: 5544, 2: 971, 3: 19903, 4: 2515, 5: 61, 6: 2}","{0: 0.000930296661268649, 1: 0.1910209144471626, 2: 0.033456224373772527, 3: 0.6857664610825897, 4: 0.08665541122557971, 5: 0.00210178134582917, 6: 6.89108637976777e-05}",26.97816753387451
702398323,702.398323,2.871779131907612,0.04241494373015852,1.0594407122259386,0.05360480891027473,0.001219046621117446,36638,0.00011779634768692184,19506.228320654107,117.61747513054924,13701142.06048255,65269,24,0.0005396532727722439,,,,,,,,,,,7811,0.17563465473433318,653,0.014683066130011468,25069,0.5636903289636409,10552,0.23726755559552987,344,0.0077350302430688285,20.0,0.0004497110606435365,,,,,,,52.16128626776349,5.238639174330492,116489,44473,"Omaha, NE--IA Urbanized Area",63.31592565604687,0.00012425663958802804,2031378558,3.4043496692087655e-06,1934623132,0.0031075895578123254,10884.38854509469,118.81538986642194,7645176.260954919,64345,2.8865154138466034,"{0: 24, 1: 7811, 2: 653, 3: 25069, 4: 10552, 5: 344, 6: 20}","{0: 0.0005396532727722439, 1: 0.17563465473433318, 2: 0.014683066130011468, 3: 0.5636903289636409, 4: 0.23726755559552987, 5: 0.0077350302430688285, 6: 0.0004497110606435365}",36.24270796775818
686022429,686.022429,2.689266288539948,0.02942135278131822,1.1327113496381858,0.02921465968586411,0.0004854984752247436,15196,0.00019855189232699993,12578.420067483234,165.46650599572754,8629078.287677191,03358,262,0.011431064572425828,,,,,,,,,,,7462,0.3255671902268761,1138,0.049650959860383946,12614,0.550349040139616,1392,0.060732984293193716,50,0.002181500872600349,2.0,8.726003490401397e-05,,,,,,,22.150879268117922,4.550610820244328,52150,22920,"Asheville, NC Urbanized Area",33.40998636649532,0.00018588808662781396,169679178,6.641988024681081e-06,169541842,0.008092042186001918,6628.793601791677,168.98926376963155,4547501.088040785,26910,2.330279232111693,"{0: 262, 1: 7462, 2: 1138, 3: 12614, 4: 1392, 5: 50, 6: 2}","{0: 0.011431064572425828, 1: 0.3255671902268761, 2: 0.049650959860383946, 3: 0.550349040139616, 4: 0.060732984293193716, 5: 0.002181500872600349, 6: 8.726003490401397e-05}",17.567469596862793
677462221,677.462221,2.7755442883836494,0.02500947265121992,1.0846077401873244,0.028792173164535383,0.0016629825386733877,10703,0.00029460065840942383,10240.907700642267,186.85739114797366,6937828.075933114,38647,112,0.007054229388423506,,,,,,,,,,,5062,0.31882597468035523,584,0.03678276752535114,8677,0.5465138250299175,1418,0.08931158279271903,23,0.0014486363922655413,1.0,6.298419096806702e-05,,,,,,,15.798666948839351,4.67708005290672,37129,15877,"Hickory, NC Urbanized Area",23.435993193190917,0.00022926146954710416,169648596,9.53700964029571e-06,3304751239,0.007675940639392389,5387.983932123091,190.43958686118967,3650155.5613684226,19167,2.396800403098822,"{0: 112, 1: 5062, 2: 584, 3: 8677, 4: 1418, 5: 23, 6: 1}","{0: 0.007054229388423506, 1: 0.31882597468035523, 2: 0.03678276752535114, 3: 0.5465138250299175, 4: 0.08931158279271903, 5: 0.0014486363922655413, 6: 6.298419096806702e-05}",12.538889646530151
672704180,672.70418,2.791590568153777,0.03222555026267868,1.093957794218066,0.0492477534553828,0.0010865684826537499,17600,0.00021805225305108103,13135.670118317736,154.73444929156557,8836420.195693435,04222,61,0.002665268493030978,,,,,,,,,,,5226,0.2283392318783589,604,0.02639052737361821,13850,0.6051470266963779,3070,0.13413728317385415,74,0.0032332765325293836,2.0,8.738585223052388e-05,,,,,,,26.163060262238897,4.990343863328527,57107,22887,"Augusta-Richmond County, GA--SC Urbanized Area",34.02238410351487,0.00019613308693560143,3474477441,6.602721507317244e-06,72286820,0.01041903794631131,7110.09716253217,156.21503956631818,4782992.08144153,30618,2.6498011971861755,"{0: 61, 1: 5226, 2: 604, 3: 13850, 4: 3070, 5: 74, 6: 2}","{0: 0.002665268493030978, 1: 0.2283392318783589, 2: 0.02639052737361821, 3: 0.6051470266963779, 4: 0.13413728317385415, 5: 0.0032332765325293836, 6: 8.738585223052388e-05}",18.158889770507812
672630671,672.630671,2.939543330181106,0.05925595078852895,1.0890526626913588,0.0476200265888194,0.000668746013382182,19889,0.00022181732161286752,13936.67498142643,142.89774613597004,9374235.044265771,37081,70,0.002878171127831915,,,,,,,,,,,4362,0.1793511779943259,608,0.02499897208174006,14264,0.586489042391349,4948,0.20344558200731877,64,0.002631470745446322,5.0,0.0002055836519879939,,,,,,,29.56897575073558,5.394597261625756,65601,24321,"Harrisburg, PA Urbanized Area",36.15803002833928,0.00016594183056312315,357226634,6.216949255858505e-06,3114271339,0.007698053383332571,7543.774389171823,147.06471985801983,5074174.029261258,34503,2.816989433000288,"{0: 70, 1: 4362, 2: 608, 3: 14264, 4: 4948, 5: 64, 6: 5}","{0: 0.002878171127831915, 1: 0.1793511779943259, 2: 0.02499897208174006, 3: 0.586489042391349, 4: 0.20344558200731877, 5: 0.002631470745446322, 6: 0.0002055836519879939}",19.388744831085205
667857654,667.857654,2.8800421175181024,0.03600668231376643,1.0850192321302212,0.04733255718394682,0.0007209215245739159,23057,0.00017791052842119827,15226.673073810209,134.04402764515726,10169250.157299856,50392,89,0.0030475277359265853,,,,,,,,,,,6058,0.2074373373510478,760,0.02602383235173264,17520,0.599917819476784,4701,0.16097109984933572,76,0.002602383235173264,,,,,,,,,34.523823844654174,5.195521161484728,75865,29204,"Little Rock, AR Urbanized Area",43.7278809714742,0.00015100629191180096,118611905,5.176593098812457e-06,118555289,0.008277861991695775,8199.270361583196,136.99796022613106,5475945.468198685,39971,2.716134776058074,"{0: 89, 1: 6058, 2: 760, 3: 17520, 4: 4701, 5: 76}","{0: 0.0030475277359265853, 1: 0.2074373373510478, 2: 0.02602383235173264, 3: 0.599917819476784, 4: 0.16097109984933572, 5: 0.002602383235173264}",22.571038246154785
651068567,651.068567,2.812901544326308,0.03654905052130859,1.0612641389601651,0.035346014704165526,0.0004486493198345048,36347,0.00012063076166783708,21490.72158444058,126.3745127782086,13991933.305777699,62677,45,0.0010502975843155562,,,,,,,,,,,6453,0.15061267359085073,568,0.01325708950869413,21691,0.5062667755864162,13934,0.3252188119967324,148,0.003454312055082273,6.0,0.0001400396779087408,,,,,,,55.826685302102746,5.168304352899988,110718,42845,"New Orleans, LA Urbanized Area",65.8072009180563,0.00011017278171524558,115906426,3.5124388651430913e-06,123733423,0.0047779042251485755,12518.836388433867,125.69389880368715,8150620.8679250935,64845,3.014914225697281,"{0: 45, 1: 6453, 2: 568, 3: 21691, 4: 13934, 5: 148, 6: 6}","{0: 0.0010502975843155562, 1: 0.15061267359085073, 2: 0.01325708950869413, 3: 0.5062667755864162, 4: 0.3252188119967324, 5: 0.003454312055082273, 6: 0.0001400396779087408}",29.732197523117065
649263581,649.263581,2.8993326175898066,0.04110964893843383,1.0601218734457987,0.04504914172963841,0.00035504858121255574,29340,0.00015498660780208527,17681.045086223672,124.73009092642049,11479658.648504036,27253,43,0.0012477149406609988,,,,,,,,,,,5080,0.14740446275715985,540,0.015668978324579984,21067,0.6112932710443084,7623,0.22119374401532077,100,0.002901662652699997,9.0,0.00026114963874299975,1.0,2.901662652699997e-05,,,,,45.18965926721215,5.341148478077939,92036,34463,"El Paso, TX--NM Urbanized Area",53.08013726400588,0.00011756874026195813,179330131,4.371450232382879e-06,142082257,0.0037268025555217523,9931.15969622583,127.99881504425717,6447940.307854455,50375,2.913675536082175,"{0: 43, 1: 5080, 2: 540, 3: 21067, 4: 7623, 5: 100, 6: 9, 7: 1}","{0: 0.0012477149406609988, 1: 0.14740446275715985, 2: 0.015668978324579984, 3: 0.6112932710443084, 4: 0.22119374401532077, 5: 0.002901662652699997, 6: 0.00026114963874299975, 7: 2.901662652699997e-05}",26.07156252861023
648869943,648.869943,2.733657864221923,0.06175853701444667,1.0663136519953054,0.034907855106073256,0.0008441067305209014,33777,0.0001050345438886967,19207.902954228528,113.60031076590558,12463430.895059798,01171,53,0.001159559804843897,,,,,,,,,,,11877,0.25985078871945216,625,0.013674054302404445,24539,0.5368761896427243,8396,0.18369177587678037,198,0.004331940403001729,19.0,0.00041569125079309516,,,,,,,52.055115766088115,4.8007088629750365,109713,45707,"Albuquerque, NM Urbanized Area",70.44092655714212,8.855539156408618e-05,141004734,3.321391345488665e-06,4058906640,0.0024427369591570732,10687.090288240277,113.97606367585422,6934531.666166322,60842,2.6567484192793227,"{0: 53, 1: 11877, 2: 625, 3: 24539, 4: 8396, 5: 198, 6: 19}","{0: 0.001159559804843897, 1: 0.25985078871945216, 2: 0.013674054302404445, 3: 0.5368761896427243, 4: 0.18369177587678037, 5: 0.004331940403001729, 6: 0.00041569125079309516}",32.32097268104553
641201615,641.201615,2.904420315652112,0.03233925937579863,1.0781634022694782,0.04901309283651832,0.0015361920816255685,13840,0.00031634929533378217,11729.720443487337,167.4037502640357,7521115.691862595,47530,43,0.0025513231280408213,,,,,,,,,,,2971,0.17627862821882045,750,0.044499822000711994,10268,0.6092322297377477,2783,0.165124006170642,35,0.0020766583600332266,4.0,0.00023733238400379733,,,,,,,21.5844746429717,5.331434674261303,44928,16854,"Lancaster, PA Urbanized Area",26.285024250913654,0.00019156860267010404,2045820520,8.960295005270763e-06,53576084,0.00836894586894587,6156.9089748451415,168.17124507257503,3947819.9780786987,23475,2.7652782722202445,"{0: 43, 1: 2971, 2: 750, 3: 10268, 4: 2783, 5: 35, 6: 4}","{0: 0.0025513231280408213, 1: 0.17627862821882045, 2: 0.044499822000711994, 3: 0.6092322297377477, 4: 0.165124006170642, 5: 0.0020766583600332266, 6: 0.00023733238400379733}",14.675434589385986
627861343,627.861343,2.7976649780825955,0.029321175225069548,1.0994162639229808,0.047454331474186144,0.001063911890567386,14983,0.00025638024122927517,12528.147894922284,160.6703793657399,7865939.762608528,42211,85,0.004349383410939978,,,,,,,,,,,4475,0.22898224428184005,494,0.02527759300005117,11887,0.6082484777158061,2559,0.130942025277593,42,0.0021491070971703424,1.0,5.1169216599293864e-05,,,,,,,23.863549121226914,5.01018267410326,48957,19543,"Jackson, MS Urbanized Area",31.126299170802746,0.00019832416718880693,1732317159,7.744650868872522e-06,131925045,0.009722817983128051,6853.4993436377,165.33648283047663,4303047.302145985,26026,2.6391035153251803,"{0: 85, 1: 4475, 2: 494, 3: 11887, 4: 2559, 5: 42, 6: 1}","{0: 0.004349383410939978, 1: 0.22898224428184005, 2: 0.02527759300005117, 3: 0.6082484777158061, 4: 0.130942025277593, 5: 0.0021491070971703424, 6: 5.1169216599293864e-05}",14.937474727630615
624261392,624.261392,3.013896971941602,0.03064500131731999,1.0615642442782465,0.04539442357547306,0.0007498075879565393,15427,0.0002900269267128804,13632.537312317963,164.28134893885587,8510266.71907955,97831,22,0.0011639595788582615,,,,,,,,,,,3452,0.1826358393735781,409,0.02163906671604677,11372,0.6016612877625522,3592,0.19004285487540343,50,0.0026453626792233213,4.0,0.0002116290143378657,,,,,,,24.712404447398534,5.481508914872229,51803,18901,"Youngstown, OH--PA Urbanized Area",30.27738098530367,0.00021552544346293016,200051097,7.970088803773125e-06,200049309,0.006601934250912109,7177.63521070924,167.94934397487026,4480720.547905563,26679,2.805565843077086,"{0: 22, 1: 3452, 2: 409, 3: 11372, 4: 3592, 5: 50, 6: 4}","{0: 0.0011639595788582615, 1: 0.1826358393735781, 2: 0.02163906671604677, 3: 0.6016612877625522, 4: 0.19004285487540343, 5: 0.0026453626792233213, 6: 0.0002116290143378657}",15.240801334381104
622613921,622.613921,2.905183002225766,0.0391493197893996,1.0725243826512874,0.04963042343307796,0.0006837928409655037,20724,0.0002236823664730364,14548.290555232277,137.59217745838552,9057968.226440435,87868,21,0.0008655510675129833,,,,,,,,,,,3517,0.1449591954496744,443,0.018259005852773885,15858,0.6536147061248042,4339,0.17883933723518258,79,0.0032561206825488416,5.0,0.00020608358750309126,,,,,,,33.285474836018004,5.426757893001401,65832,24262,"Toledo, OH--MI Urbanized Area",38.967969044174325,0.0001577721526389107,3364826446,6.215981336046653e-06,2638282940,0.014111678211204277,7910.447329158326,139.47538028067635,4925154.628471243,35312,2.875195779408128,"{0: 21, 1: 3517, 2: 443, 3: 15858, 4: 4339, 5: 79, 6: 5}","{0: 0.0008655510675129833, 1: 0.1449591954496744, 2: 0.018259005852773885, 3: 0.6536147061248042, 4: 0.17883933723518258, 5: 0.0032561206825488416, 6: 0.00020608358750309126}",18.250037908554077
619709460,619.70946,2.691520305663496,0.04599245229531795,1.0993273320539645,0.014898009490355548,0.00047662242114698854,12588,0.000199245939167075,10251.155159344858,136.2283753602345,6352737.828173816,00631,52,0.0024034017378443337,,,,,,,,,,,8996,0.4157885006470697,703,0.03249214272508782,10789,0.4986596413385099,1074,0.04963948973932335,19,0.000878166019596968,3.0,0.00013865779256794233,,,,,,,20.312744620680792,4.310685893880569,46633,21636,"Aguadilla--Isabela--San Sebastián, PR Urbanized Area",34.9131349390729,0.0001913524427991033,2093272169,6.9494781369872665e-06,237830406,0.0014367507987905561,5224.642085559287,137.07125547331697,3237760.12553522,23621,2.1805324459234607,"{0: 52, 1: 8996, 2: 703, 3: 10789, 4: 1074, 5: 19, 6: 3}","{0: 0.0024034017378443337, 1: 0.4157885006470697, 2: 0.03249214272508782, 3: 0.4986596413385099, 4: 0.04963948973932335, 5: 0.000878166019596968, 6: 0.00013865779256794233}",15.027095794677734
